Date,You­Tube Premi­um views,End screen ele­ment clicks,Dis­likes,Likes,Sub­scribers gained,Re­turn­ing view­ers,Unique view­ers,Im­pres­sions click-through rate (%),Im­pres­sions,Videos pub­lished,Videos ad­ded,Sub­scribers,Av­er­age per­cent­age viewed (%),Views,Watch time (hours),Av­er­age view dur­a­tion
2021-11-17,7,0,0,43,2,123,156,9.63,2128,1,1,1,3.58,250,21.0249,0:05:02
2021-11-18,14,1,0,90,4,166,405,7.77,3451,2,2,3,3.38,621,31.1677,0:03:00
2021-11-19,42,0,0,73,5,132,609,6.95,3913,3,3,4,4.73,900,26.9236,0:01:47
2021-11-20,67,0,0,92,5,133,867,8.26,3098,2,2,2,4.9,1108,33.1958,0:01:47
2021-11-21,20,1,1,71,4,136,309,7.54,3303,2,2,4,4.71,474,39.3991,0:04:59
2021-11-22,2,0,0,28,6,57,112,5.67,1498,2,2,6,9.27,195,8.8748,0:02:43
2021-11-23,4,0,0,72,1,102,150,6.15,3482,2,3,1,3.3,359,20.2381,0:03:22
2021-11-24,35,0,2,43,3,193,584,5.18,1699,1,1,2,32.29,657,15.7042,0:01:26
2021-11-25,35,0,2,92,9,235,609,7.57,4887,1,2,7,3.04,885,41.0398,0:02:46
2021-11-26,5,0,-7,31,2,78,163,5.35,2151,1,1,-3,18.11,230,16.7309,0:04:21
2021-11-27,3,0,0,43,2,111,143,7.6,2277,1,1,1,3.2,250,16.4062,0:03:56
2021-11-28,2,0,0,28,5,81,118,5.38,2920,1,1,4,3.96,229,15.6316,0:04:05
2021-11-29,1,0,1,2,1,16,34,4.13,921,0,0,1,2.7,87,1.6841,0:01:09
2021-11-30,6,1,0,59,5,121,142,6.51,3410,2,2,5,3.43,296,33.3777,0:06:45
2021-12-01,2,0,0,31,2,109,135,7.4,2135,1,1,1,3.46,230,24.6423,0:06:25
2021-12-02,11,0,0,52,8,127,154,9.06,2848,1,1,1,2.5,328,35.4024,0:06:28
2021-12-03,8,0,1,33,3,114,145,8.47,2374,1,1,0,4.21,254,36.8662,0:08:42
2021-12-04,1,0,0,1,0,10,29,5.09,570,0,0,0,1.32,43,1.0174,0:01:25
2021-12-05,0,0,0,2,0,8,26,5.33,450,0,0,0,2.84,37,1.6858,0:02:44
2021-12-06,9,0,0,40,3,113,140,8.66,2159,2,2,3,3.91,260,25.692,0:05:55
2021-12-07,4,0,0,53,2,133,170,8.62,2761,1,1,0,2.64,349,22.1639,0:03:48
2021-12-08,5,0,0,30,2,113,139,9.43,1930,1,1,2,3.18,229,19.4446,0:05:05
2021-12-09,53,0,0,102,2,189,875,8.04,2551,1,1,2,3.65,1010,28.7565,0:01:42
2021-12-10,23,0,0,52,2,145,493,8.34,2351,1,1,2,2.55,629,20.4295,0:01:56
2021-12-11,3,1,0,5,0,20,51,6.69,628,0,0,0,3.65,65,1.5418,0:01:25
2021-12-12,3,0,0,31,4,103,123,6.78,2167,1,1,0,2.43,193,12.791,0:03:58
2021-12-13,5,0,0,43,2,115,143,8.04,2377,1,1,2,3.15,270,21.6236,0:04:48
2021-12-14,2,0,0,36,5,109,132,7.63,1835,1,1,2,3.81,196,15.4367,0:04:43
2021-12-15,4,0,0,34,3,102,116,8.09,1619,1,1,0,4.24,170,15.9136,0:05:36
2021-12-16,2,1,0,3,0,12,27,4.09,464,0,0,-1,1.38,44,0.5969,0:00:48
2021-12-17,5,0,0,27,0,74,94,6.46,1595,1,1,0,3,146,9.561,0:03:55
2021-12-18,8,0,0,19,2,70,90,5.26,1540,1,1,2,3.4,133,7.3558,0:03:19
2021-12-19,2,0,0,11,0,65,86,6.46,728,1,1,0,3.25,120,0.9659,0:00:28
2021-12-20,4,1,0,46,2,116,142,7.21,2287,1,1,2,4.02,253,22.6083,0:05:21
2021-12-21,13,0,0,45,3,119,146,7.74,2454,1,1,1,3.22,262,20.9185,0:04:47
2021-12-22,2,0,0,29,2,71,90,4.97,1893,1,1,2,4.12,143,12.8417,0:05:23
2021-12-23,6,0,0,45,2,76,97,7,1386,1,1,1,4.62,175,9.1352,0:03:07
2021-12-24,8,0,0,44,27,97,153,6.24,2851,1,1,26,2.52,290,15.2823,0:03:09
2021-12-25,2,0,0,3,0,12,28,4.9,449,0,0,0,2.15,31,0.4729,0:00:54
2021-12-26,0,0,0,1,0,11,24,6.23,321,0,0,0,3.38,28,0.5556,0:01:11
2021-12-27,3,0,0,1,1,15,30,3.98,679,0,0,1,1.37,68,0.7574,0:00:40
2021-12-28,0,0,0,0,2,11,29,5.41,481,0,0,2,1.57,54,0.8661,0:00:57
2021-12-29,3,2,0,45,0,118,144,7.94,2354,2,2,-1,4.51,255,19.658,0:04:37
2021-12-30,12,17,0,76,3,152,216,8.92,2276,0,0,3,16.22,404,9.9317,0:01:28
2021-12-31,7,9,1,52,6,136,171,8.5,2471,1,1,6,3.81,326,15.5835,0:02:52
